aircraft_id,component_id,flight_cycles,failure_risk_score,risk_tier,alert,recommended_action,engine_hours,temperature_sensor_1,temperature_sensor_2,vibration_sensor,pressure_sensor,fault_code_count,last_maintenance_cycles,maintenance_log_flag,sensor_drift_flag,ambient_temperature,humidity,failure_within_10_cycles,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
AC00,Engine2,1.0,5.289646e-05,LOW,0,Standard operations — continue routine monitoring,1.9921253948662172,84.94639139497318,92.03033615093932,0.5514656527698282,97.30311799839772,2.0,0.0,0.0,0.0,27.419622715660346,31.300796330133032,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,5.0,5.1956824e-05,LOW,0,Standard operations — continue routine monitoring,2.5497814574697566,77.8719991294078,93.3075083017345,0.8953529339303263,99.23612571238108,1.0,0.0,0.0,0.0,13.490064225776973,65.63547027518509,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,8.0,5.6595047e-05,LOW,0,Standard operations — continue routine monitoring,3.082943860369423,89.87392230935629,97.54600553516,0.970606578054805,99.30517753518932,1.0,0.0,0.0,0.0,33.225449121031886,41.68734525043467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,10.0,4.9106286e-05,LOW,0,Standard operations — continue routine monitoring,4.645833546597535,90.70781240624407,86.45926616735322,0.6428863630850827,96.10852300446184,1.0,0.0,0.0,0.0,27.634860402302103,84.62656674021113,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,14.0,8.690087e-05,LOW,0,Standard operations — continue routine monitoring,6.037716863331508,91.6745546453688,82.85443813089066,0.9085101144203076,97.67677310184992,0.0,0.0,0.0,0.0,34.305844007711016,70.16651114510012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,17.0,2.7837903e-05,LOW,0,Standard operations — continue routine monitoring,6.722828492666734,85.55816469645977,89.5303367923446,1.187469920494025,105.49447403788332,1.0,0.0,0.0,0.0,9.258447130559452,69.56929414837334,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,20.0,4.0680297e-05,LOW,0,Standard operations — continue routine monitoring,8.403365805571607,91.19330436582084,89.17387215556109,0.9342074186744576,107.54977968656648,2.0,0.0,0.0,0.0,24.40182736338331,74.41760649627533,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,21.0,6.755036e-05,LOW,0,Standard operations — continue routine monitoring,10.174792533483364,88.68947913910081,93.27332030471106,1.345723642100784,97.98774223509776,0.0,0.0,0.0,0.0,27.571168700562797,64.71769343794757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,25.0,2.7582788e-05,LOW,0,Standard operations — continue routine monitoring,11.71606740315928,88.02296711075084,95.31253855898778,1.061848325358355,95.54603339334554,1.0,0.0,0.0,0.0,-1.5517604756347012,65.1827691583315,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,26.0,4.6456185e-05,LOW,0,Standard operations — continue routine monitoring,13.947157485384956,84.80232555959739,87.73746185629592,0.8187737626041708,96.73961357361796,0.0,0.0,0.0,0.0,35.867270230392734,75.07480321053949,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,27.0,6.313087e-05,LOW,0,Standard operations — continue routine monitoring,15.159258721328625,91.74875448568478,88.12517893558928,0.9019658054002184,101.00697212063376,0.0,0.0,0.0,0.0,44.65034763925465,30.90133172095135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,30.0,6.322546e-05,LOW,0,Standard operations — continue routine monitoring,17.339597589843322,86.71017656401555,98.49425103041824,0.7405807988169923,106.636929729862,1.0,0.0,0.0,0.0,25.996513650876413,52.44786518825701,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,33.0,7.558608e-05,LOW,0,Standard operations — continue routine monitoring,18.390200208757197,93.51813383784754,96.88733694025942,0.7776150721946137,98.4893003965187,0.0,0.0,0.0,0.0,33.135172173696695,41.53703525349067,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,35.0,3.867486e-05,LOW,0,Standard operations — continue routine monitoring,21.34562106708078,80.21040139649676,91.01034452377878,1.252291278114111,100.9105966479129,2.0,0.0,0.0,0.0,27.504928503458764,65.19672314245463,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,39.0,5.1420193e-05,LOW,0,Standard operations — continue routine monitoring,23.972942188999564,96.13576344361924,101.51156879172146,0.9942484644371524,99.5057746335074,0.0,0.0,0.0,0.0,15.253183297726784,71.80626905613678,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,40.0,8.899296e-05,LOW,0,Standard operations — continue routine monitoring,24.919998962052887,95.3459700047676,87.40112485087046,0.8958884283963083,105.40484383815384,2.0,0.0,0.0,0.0,37.09381970686634,68.06940005537993,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,42.0,0.00010508269,LOW,0,Standard operations — continue routine monitoring,27.0327573671293,94.2390195908373,94.20041820346157,1.0597583720221506,91.97148949097554,2.0,0.0,0.0,0.0,31.061293630990846,30.836556093756005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,45.0,2.8222958e-05,LOW,0,Standard operations — continue routine monitoring,29.941807309852432,87.95178258240686,94.39036244006364,1.2264323262543817,98.4819501268375,2.0,0.0,0.0,0.0,16.16142563798867,62.30587658918292,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,49.0,5.6447152e-05,LOW,0,Standard operations — continue routine monitoring,32.11966610191256,83.89015169896714,87.37237568542564,0.6147112291553127,94.3186604820738,0.0,0.0,0.0,0.0,9.485660559093478,52.34260170633607,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,53.0,0.00017598436,LOW,0,Standard operations — continue routine monitoring,34.902767483303734,92.80753458970663,111.4750745597364,0.998921564972632,104.9274440042994,1.0,0.0,0.0,0.0,26.650227981093387,47.16106623255948,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,55.0,0.00041127586,LOW,0,Standard operations — continue routine monitoring,36.22314915199056,92.30954872283088,92.85879804044193,1.1258415515301992,89.96300115429919,0.0,0.0,0.0,0.0,48.89035957392463,87.651206374808,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,58.0,8.969379e-05,LOW,0,Standard operations — continue routine monitoring,37.069031883035066,82.68860942389637,84.04056432884296,0.795065513752743,104.04110342985685,1.0,0.0,0.0,0.0,28.177670324371185,35.81659039238215,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,62.0,8.839888e-05,LOW,0,Standard operations — continue routine monitoring,38.026196875803336,89.5924458059119,97.1019446327964,1.353854109278516,100.49428424327236,0.0,0.0,0.0,0.0,22.62608038793331,88.08008520708457,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,64.0,0.00060188124,LOW,0,Standard operations — continue routine monitoring,40.43460793331312,88.79680311503758,99.0718978407885,1.4097812167376695,97.2751345008405,1.0,0.0,0.0,0.0,25.58508902306844,95.21995392675484,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC00,Engine2,65.0,5.3435757e-05,LOW,0,Standard operations — continue routine monitoring,42.28305155431328,93.82876197800827,99.96751372394056,1.1169353991232172,104.86469130078962,1.0,0.0,0.0,0.0,36.37017418633458,66.70335217161102,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
