"aircraft_id","component_id","flight_cycles","engine_hours","temperature_sensor_1","temperature_sensor_2","vibration_sensor","pressure_sensor","fault_code_count","last_maintenance_cycles","maintenance_log_flag","sensor_drift_flag","ambient_temperature","humidity","failure_within_10_cycles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","1","1.9921253948662174","84.94639139497318","92.03033615093932","0.5514656527698282","97.30311799839772","2","0","0","0","27.419622715660342","31.300796330133032","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","5","2.5497814574697566","77.8719991294078","93.3075083017345","0.8953529339303263","99.23612571238108","1","0","0","0","13.490064225776973","65.63547027518509","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","8","3.082943860369423","89.87392230935629","97.54600553515999","0.970606578054805","99.30517753518932","1","0","0","0","33.225449121031886","41.68734525043467","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","10","4.645833546597535","90.70781240624409","86.45926616735322","0.6428863630850827","96.10852300446184","1","0","0","0","27.634860402302103","84.62656674021113","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","14","6.037716863331508","91.67455464536881","82.85443813089066","0.9085101144203077","97.67677310184992","0","0","0","0","34.305844007711016","70.16651114510012","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","17","6.722828492666734","85.55816469645977","89.5303367923446","1.1874699204940253","105.49447403788332","1","0","0","0","9.258447130559453","69.56929414837334","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","20","8.403365805571607","91.19330436582085","89.17387215556109","0.9342074186744577","107.54977968656647","2","0","0","0","24.40182736338331","74.41760649627533","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","21","10.174792533483364","88.68947913910081","93.27332030471106","1.3457236421007839","97.98774223509777","0","0","0","0","27.571168700562794","64.71769343794757","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","25","11.716067403159279","88.02296711075084","95.31253855898778","1.061848325358355","95.54603339334554","1","0","0","0","-1.5517604756347012","65.1827691583315","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","26","13.947157485384956","84.80232555959739","87.73746185629592","0.8187737626041708","96.73961357361796","0","0","0","0","35.867270230392734","75.07480321053949","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","27","15.159258721328625","91.74875448568478","88.12517893558928","0.9019658054002185","101.00697212063376","0","0","0","0","44.65034763925465","30.90133172095135","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","30","17.339597589843322","86.71017656401555","98.49425103041823","0.7405807988169923","106.636929729862","1","0","0","0","25.996513650876413","52.44786518825701","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","33","18.390200208757193","93.51813383784754","96.88733694025942","0.7776150721946137","98.4893003965187","0","0","0","0","33.135172173696695","41.53703525349067","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","35","21.34562106708078","80.21040139649676","91.01034452377878","1.2522912781141107","100.9105966479129","2","0","0","0","27.504928503458764","65.19672314245463","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","39","23.972942188999564","96.13576344361925","101.51156879172146","0.9942484644371525","99.50577463350739","0","0","0","0","15.253183297726785","71.80626905613678","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","40","24.919998962052887","95.34597000476761","87.40112485087046","0.8958884283963083","105.40484383815384","2","0","0","0","37.09381970686634","68.06940005537993","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","42","27.0327573671293","94.2390195908373","94.20041820346157","1.0597583720221506","91.97148949097554","2","0","0","0","31.061293630990846","30.836556093756005","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","45","29.941807309852432","87.95178258240686","94.39036244006365","1.2264323262543817","98.4819501268375","2","0","0","0","16.16142563798867","62.305876589182915","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","49","32.11966610191256","83.89015169896714","87.37237568542564","0.6147112291553127","94.3186604820738","0","0","0","0","9.485660559093478","52.34260170633607","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","53","34.902767483303734","92.80753458970665","111.4750745597364","0.998921564972632","104.9274440042994","1","0","0","0","26.650227981093387","47.16106623255948","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","55","36.22314915199056","92.30954872283087","92.85879804044191","1.1258415515301992","89.96300115429919","0","0","0","0","48.89035957392463","87.651206374808","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","58","37.069031883035066","82.68860942389637","84.04056432884296","0.795065513752743","104.04110342985685","1","0","0","0","28.177670324371185","35.81659039238215","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","62","38.026196875803336","89.5924458059119","97.10194463279639","1.3538541092785161","100.49428424327236","0","0","0","0","22.62608038793331","88.08008520708457","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","64","40.43460793331312","88.79680311503758","99.0718978407885","1.4097812167376695","97.2751345008405","1","0","0","0","25.58508902306844","95.21995392675484","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","65","42.283051554313275","93.82876197800827","99.96751372394056","1.1169353991232172","104.86469130078962","1","0","0","0","36.37017418633458","66.70335217161102","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","69","45.04642815920344","90.28000760084231","90.42480685727408","0.9555334041686382","96.67678310373385","1","0","0","0","14.570386063971487","79.89707502478572","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","72","47.74010819302107","95.93473449201032","97.17376464846076","0.7726764762386364","97.39049453259055","0","0","0","0","29.92141033936662","37.088210612483834","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","75","50.567001507029985","89.5444464212466","94.78889384451482","0.9194239552202664","104.02928214932741","0","0","0","0","19.103471433128345","55.525481652544386","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","79","51.09409563573073","92.74437354413372","93.92113095389824","0.9851403061754789","103.10044239799554","2","0","0","0","28.24518316374555","85.12939874502331","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","82","51.88676317679975","90.62519567474439","88.72119220454641","0.9241761174996512","101.10158446780255","2","0","0","0","25.443505574990674","42.35808783016393","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","84","54.85336212305268","84.23783040733585","83.90731971982112","0.7771391578839548","98.34677581421555","0","0","0","0","9.135363815736657","53.667342375735046","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","86","56.525013728038","91.06433462014937","84.91281324774413","1.1096105976238715","107.24164069880851","1","0","0","0","38.58816633332729","55.704802257511204","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","87","59.449710794807096","93.39622370661928","92.5504340259689","0.9763409995489291","97.06493458396614","0","0","0","0","37.00411548413398","87.24131685365722","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","91","61.792462559414645","89.1258597481605","87.37090704713056","1.0416244497468403","95.40778700511808","1","0","0","0","5.87293482935781","65.43714688207953","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","95","63.79941726447289","87.46874545685867","89.82346588303449","1.3295758813419336","91.2073128533855","0","0","0","0","27.954775244231833","43.53981197150013","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","98","65.28189088692004","92.80956788298498","98.5375212359988","1.0124342476335841","96.77855980388475","0","0","0","0","11.314098844581428","68.03237714962808","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","99","67.67438871735061","90.16179306968681","91.25373253089205","1.3577506343859318","99.6252137630049","1","0","0","0","14.796167527378453","55.96358343106574","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","102","69.2257281640133","91.2378377754405","99.7972819187916","1.1292290656139166","100.1793247359761","1","0","0","0","27.001344191734226","27.43701257804385","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","106","72.0019063600215","91.08565338538317","83.53626906946613","1.1655871862703604","102.39631734551874","1","0","0","0","24.938008603261274","66.04678990628366","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","107","73.02473333771778","82.51529051806878","95.59748092022804","0.6210460705664526","109.70464850149135","2","0","0","0","34.971152218978204","56.47021887139122","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","110","75.19362768402034","89.4495091109196","92.47960741356653","0.9155035809135106","97.06130248511901","0","0","0","0","21.25338671643856","47.7198452202213","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","113","75.79190803362309","92.75107337921375","98.06593791469967","1.2502399751786228","96.93268414300175","0","0","0","0","32.68727492147329","48.294849689134274","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","115","77.44824482395596","93.08724202806906","85.0694108649521","1.0350907142745116","104.59873086979434","2","0","0","0","27.599214691357293","40.634458936528276","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","116","78.47686484144732","86.12590250641927","92.0219867408037","1.051381377270981","104.12217851119127","1","0","0","0","40.23124077269657","68.08365065526988","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","117","80.38801119775393","80.9860512317791","86.99623559649244","0.9801351979066233","103.95517449760622","2","0","0","0","19.07606075761131","47.04013845480276","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","120","81.02714492114636","94.0867533278208","93.62768484947344","1.1920923832156556","99.8991418635341","1","0","0","0","18.373762410541534","68.5589800288974","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","122","83.30452611823823","93.84150249352312","85.93225528532577","1.362788086424789","100.72426824689093","1","0","0","0","18.48163892197841","60.71098006974621","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","124","84.94019604878598","99.91336674765729","100.6913784150378","1.2541638475244459","95.16916794805626","0","0","0","0","19.40258025271728","82.57537671991231","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","125","87.26736473679509","89.83843288464026","91.92760804519237","1.2017085612669276","101.11257570597289","2","0","0","0","30.434831529637776","75.52381390620899","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","127","90.03703006295137","94.35141918967892","84.43049658129334","0.6672075521665035","110.29049611861004","1","0","0","0","6.390901191453537","74.95410102417604","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","130","91.4967581163844","95.6767761587626","91.42106585606105","0.7348489221119967","101.69100879230959","1","0","0","0","24.87255849511632","75.81592823773671","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","132","94.23148957401179","87.21090016009059","93.50871731240231","0.7765460140707758","96.83546433866412","2","0","0","0","20.937252706102157","63.90793480611024","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","133","95.00806891639981","97.30448073935362","91.40357763933774","0.955861901832475","98.175169039544","0","0","0","0","17.26210800896427","41.33017945032874","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","136","97.90575590280987","84.39104091885805","87.2481052072724","0.9086833415613245","97.03929521102809","2","0","0","0","26.093947946048928","70.88649935848038","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","140","100.38096749562008","86.51333478077292","99.65150546243474","0.7690525342378953","97.15831673419184","1","0","0","0","9.16593278960488","81.23224203766273","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","141","101.71896059973484","83.38372814782753","80.38415386693264","1.180769439380273","100.75432612218648","1","0","0","0","29.716881051978408","37.053535452407885","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","145","103.26627422349621","87.82813517841123","96.10103499444483","1.2898801619065425","105.55055731871394","1","0","0","0","25.00699117557175","62.373839714300516","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","146","104.54111653916773","85.75640882199045","81.11520625500985","1.0254255933169498","104.31476803670985","1","0","0","0","4.21623345081057","41.39039883468644","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AC00","Engine2","148","106.95450724183334","89.34003491862815","86.8291038363252","0.9857574307142583","99.04552431149861","1","0","0","0","29.853159965604533","48.409992865897934","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
